基準日,基準価額,前日比,純資産総額,直近決算日,直近分配金,分配金再投資基準価額
20180831,10001.00,0,100009998,00000000,0,10001
20180903,10024.00,23,100235917,00000000,0,10024
20180904,10032.00,8,119870781,00000000,0,10032
20180905,10033.00,1,119881024,00000000,0,10033
20180906,9879.00,-154,141803650,00000000,0,9879
20180907,9724.00,-155,144892231,00000000,0,9724
20180910,9726.00,2,155234625,00000000,0,9726
20180911,9804.00,78,163325326,00000000,0,9804
20180912,9888.00,84,186641153,00000000,0,9888
20180913,9845.00,-43,222947710,00000000,0,9845
20180914,10008.00,163,255379851,00000000,0,10008
20180918,9812.00,-196,260011987,00000000,0,9812
20180919,9934.00,122,291304879,00000000,0,9934
20180920,9934.00,0,311449226,00000000,0,9934
20180921,10065.00,131,325442295,00000000,0,10065
20180925,10071.00,6,351619146,00000000,0,10071
20180926,10077.00,6,358254837,00000000,0,10077
20180927,10079.00,2,374652050,00000000,0,10079
20180928,10226.00,147,393740325,00000000,0,10226
20181001,10254.00,28,396955353,00000000,0,10254
20181002,10282.00,28,404428544,00000000,0,10282
20181003,10224.00,-58,417711647,00000000,0,10224
20181004,10309.00,85,426279286,00000000,0,10309
20181005,10085.00,-224,416411161,00000000,0,10085
20181009,9802.00,-283,417692374,00000000,0,9802
20181010,9840.00,38,425718306,00000000,0,9840
20181011,9343.00,-497,422739436,00000000,0,9343
20181012,9224.00,-119,427975482,00000000,0,9224
20181015,9461.00,237,444125247,00000000,0,9461
20181016,9334.00,-127,438949806,00000000,0,9334
20181017,9654.00,320,461385852,00000000,0,9654
20181018,9680.00,26,450680566,00000000,0,9680
20181019,9428.00,-252,453541957,00000000,0,9428
20181022,9428.00,0,456082293,00000000,0,9428
20181023,9500.00,72,463893798,00000000,0,9500
20181024,9441.00,-59,465975214,00000000,0,9441
20181025,8974.00,-467,447196330,00000000,0,8974
20181026,9315.00,341,463887186,00000000,0,9315
20181029,9040.00,-275,456463677,00000000,0,9040
20181030,8898.00,-142,445255841,00000000,0,8898
20181031,9102.00,204,465295988,00000000,0,9102
20181101,9278.00,176,478331764,00000000,0,9278
20181102,9407.00,129,488678683,00000000,0,9407
20181105,9291.00,-116,486429338,00000000,0,9291
20181106,9267.00,-24,492214082,00000000,0,9267
20181107,9330.00,63,500531374,00000000,0,9330
20181108,9662.00,332,519745973,00000000,0,9662
20181109,9634.00,-28,521603572,00000000,0,9634
20181112,9463.00,-171,531227840,00000000,0,9463
20181113,9156.00,-307,514051220,00000000,0,9156
20181114,9187.00,31,505518638,00000000,0,9187
20181115,9094.00,-93,503167224,00000000,0,9094
20181116,9253.00,159,515997487,00000000,0,9253
20181119,9145.00,-108,518304291,00000000,0,9145
20181120,8844.00,-301,504400071,00000000,0,8844
20181121,8704.00,-140,499656062,00000000,0,8704
20181122,8783.00,79,510611513,00000000,0,8783
20181126,8715.00,-68,516490619,00000000,0,8715
20181127,8953.00,238,530555993,00000000,0,8953
20181128,9006.00,53,530409825,00000000,0,9006
20181129,9282.00,276,546978250,00000000,0,9282
20181130,9239.00,-43,546725407,00000000,0,9239
20181203,9319.00,80,550910985,00000000,0,9319
20181204,9478.00,159,560811472,00000000,0,9478
20181205,9057.00,-421,546632520,00000000,0,9057
20181206,9062.00,5,547983201,00000000,0,9062
20181207,9112.00,50,550994249,00000000,0,9112
20181210,8791.00,-321,534977287,00000000,0,8791
20181211,8930.00,139,546221448,00000000,0,8930
20181212,8993.00,63,548131896,00000000,0,8993
20181213,9062.00,69,554817008,00000000,0,9062
20181214,9079.00,17,558149178,00000000,0,9079
20181217,8848.00,-231,547624514,00000000,0,8848
20181218,8596.00,-252,533892000,00000000,0,8596
20181219,8625.00,29,538081918,00000000,0,8625
20181220,8422.00,-203,522435593,00000000,0,8422
20181221,8214.00,-208,510387963,00000000,0,8214
20181225,7664.00,-550,474409565,00000000,0,7664
20181226,7707.00,43,472131877,00000000,0,7707
20181227,8221.00,514,503636599,00000000,0,8221
20181228,8244.00,23,511663441,00000000,0,8244
20190104,7826.00,-418,492874051,00000000,0,7826
20190107,8226.00,400,522088726,00000000,0,8226
20190108,8343.00,117,538386703,00000000,0,8343
20190109,8412.00,69,545162955,00000000,0,8412
20190110,8440.00,28,552167883,00000000,0,8440
20190111,8486.00,46,559677551,00000000,0,8486
20190115,8374.00,-112,554533899,00000000,0,8374
20190116,8541.00,167,567129436,00000000,0,8541
20190117,8581.00,40,574315347,00000000,0,8581
20190118,8682.00,101,583251841,00000000,0,8682
20190121,8790.00,108,592464582,00000000,0,8790
20190122,8792.00,2,595518883,00000000,0,8792
20190123,8600.00,-192,582530821,00000000,0,8600
20190124,8615.00,15,594426111,00000000,0,8615
20190125,8687.00,72,600947982,00000000,0,8687
20190128,8758.00,71,609391645,00000000,0,8758
20190129,8636.00,-122,603029859,00000000,0,8636
20190130,8573.00,-63,602198608,00000000,0,8573
20190131,8757.00,184,616399645,00000000,0,8757
20190201,8884.00,127,628145370,00000000,0,8884
20190204,8894.00,10,629587806,00000000,0,8894
20190205,9044.00,150,647126011,00000000,0,9044
20190206,9108.00,64,655289906,00000000,0,9108
20190207,9090.00,-18,655732845,00000000,0,9090
20190208,8959.00,-131,646919421,00000000,0,8959
20190212,9026.00,67,632707740,00000000,0,9026
20190213,9159.00,133,641659246,00000000,0,9159
20190214,9201.00,42,647995760,00000000,0,9201
20190215,9167.00,-34,650526671,00000000,0,9167
20190218,9215.00,48,660136765,00000000,0,9215
20190219,9213.00,-2,661202255,00000000,0,9213
20190220,9249.00,36,663771010,00000000,0,9249
20190221,9244.00,-5,671546258,00000000,0,9244
20190222,9216.00,-28,670494531,00000000,0,9216
20190225,9285.00,69,675958435,00000000,0,9285
20190226,9338.00,53,682843238,00000000,0,9338
20190227,9311.00,-27,682356194,00000000,0,9311
20190228,9329.00,18,684401675,00000000,0,9329
20190301,9364.00,35,691033274,00000000,0,9364
20190304,9470.00,106,696871390,00000000,0,9470
20190305,9461.00,-9,702382450,00000000,0,9461
20190306,9454.00,-7,702224184,00000000,0,9454
20190307,9394.00,-60,697782783,00000000,0,9394
20190308,9271.00,-123,689181555,00000000,0,9271
20190311,9205.00,-66,684707427,00000000,0,9205
20190312,9440.00,235,694783818,00000000,0,9440
20190313,9476.00,36,696038807,00000000,0,9476
20190314,9548.00,72,702537932,00000000,0,9548
20190315,9586.00,38,706602063,00000000,0,9586
20190318,9644.00,58,711151422,00000000,0,9644
20190319,9644.00,0,713148277,00000000,0,9644
20190320,9703.00,59,719424232,00000000,0,9703
20190322,9814.00,111,729203208,00000000,0,9814
20190325,9525.00,-289,706754933,00000000,0,9525
20190326,9533.00,8,680769639,00000000,0,9533
20190327,9605.00,72,686980626,00000000,0,9605
20190328,9528.00,-77,684756228,00000000,0,9528
20190329,9604.00,76,689414147,00000000,0,9604
20190401,9686.00,82,697895709,00000000,0,9686
20190402,9844.00,158,717578740,00000000,0,9844
20190403,9888.00,44,727055155,00000000,0,9888
20190404,9948.00,60,727729749,00000000,0,9948
20190405,9966.00,18,731804259,00000000,0,9966
20190408,9985.00,19,734763633,00000000,0,9985
20190409,10009.00,24,736214761,00000000,0,10009
20190410,9953.00,-56,633315081,00000000,0,9953
20190411,9998.00,45,635934236,00000000,0,9998
20190412,10036.00,38,646489193,00000000,0,10036
20190415,10098.00,62,652822418,00000000,0,10098
20190416,10098.00,0,660507473,00000000,0,10098
20190417,10146.00,48,640993335,00000000,0,10146
20190418,10171.00,25,647905805,00000000,0,10171
20190419,10182.00,11,652208138,00000000,0,10182
20190422,10180.00,-2,667564366,00000000,0,10180
20190423,10197.00,17,668665517,00000000,0,10197
20190424,10335.00,138,672620163,00000000,0,10335
20190425,10335.00,0,676279176,00000000,0,10335
20190426,10331.00,-4,675691344,00000000,0,10331
20190507,10196.00,-135,668421577,00000000,0,10196
20190508,9954.00,-242,661421961,00000000,0,9954
20190509,9912.00,-42,672851899,00000000,0,9912
20190510,9844.00,-68,658199434,00000000,0,9844
20190513,9846.00,2,656549676,00000000,0,9846
20190514,9476.00,-370,631725561,00000000,0,9476
20190515,9597.00,121,647422778,00000000,0,9597
20190516,9723.00,126,654469809,00000000,0,9723
20190517,9864.00,141,681904332,00000000,0,9864
20190520,9777.00,-87,681350372,00000000,0,9777
20190521,9613.00,-164,679657520,00000000,0,9613
20190522,9745.00,132,696138259,00000000,0,9745
20190523,9679.00,-66,697333116,00000000,0,9679
20190524,9485.00,-194,686357344,00000000,0,9485
20190527,9459.00,-26,687800990,00000000,0,9459
20190528,9465.00,6,689882864,00000000,0,9465
20190529,9405.00,-60,685516266,00000000,0,9405
20190530,9354.00,-51,692559094,00000000,0,9354
20190531,9372.00,18,689980303,00000000,0,9372
20190603,9136.00,-236,646464427,00000000,0,9136
20190604,8901.00,-235,638658318,00000000,0,8901
20190605,9169.00,268,656166314,00000000,0,9169
20190606,9260.00,91,670707236,00000000,0,9260
20190607,9343.00,83,678631557,00000000,0,9343
20190610,9523.00,180,692968443,00000000,0,9523
20190611,9633.00,110,707115474,00000000,0,9633
20190612,9653.00,20,718030828,00000000,0,9653
20190613,9590.00,-63,719230584,00000000,0,9590
20190614,9640.00,50,722809500,00000000,0,9640
20190617,9619.00,-21,718658947,00000000,0,9619
20190618,9669.00,50,722729320,00000000,0,9669
20190619,9805.00,136,745337550,00000000,0,9805
20190620,9775.00,-30,750299587,00000000,0,9775
20190621,9830.00,55,747182728,00000000,0,9830
20190624,9817.00,-13,744496363,00000000,0,9817
20190625,9802.00,-15,740749263,00000000,0,9802
20190626,9639.00,-163,730250272,00000000,0,9639
20190627,9717.00,78,737751040,00000000,0,9717
20190628,9762.00,45,742909378,00000000,0,9762
20190701,9815.00,53,749389806,00000000,0,9815
20190702,9968.00,153,763839454,00000000,0,9968
20190703,9937.00,-31,789590358,00000000,0,9937
20190704,10021.00,84,803007743,00000000,0,10021
20190705,10029.00,8,798549232,00000000,0,10029
20190708,10066.00,37,801449815,00000000,0,10066
20190709,10027.00,-39,801485963,00000000,0,10027
20190710,10090.00,63,810902090,00000000,0,10090
20190711,10114.00,24,818893403,00000000,0,10114
20190712,10138.00,24,820439390,00000000,0,10138
20190716,10175.00,37,822473256,00000000,0,10175
20190717,10155.00,-20,824997238,00000000,0,10155
20190718,10059.00,-96,817888862,00000000,0,10059
20190719,10047.00,-12,835040484,00000000,0,10047
20190722,10009.00,-38,832004168,00000000,0,10009
20190723,10097.00,88,841707908,00000000,0,10097
20190724,10178.00,81,846658240,00000000,0,10178
20190725,10251.00,73,854528030,00000000,0,10251
20190726,10204.00,-47,863636180,00000000,0,10204
20190729,10278.00,74,869826495,00000000,0,10278
20190730,10285.00,7,871415003,00000000,0,10285
20190731,10216.00,-69,869812575,00000000,0,10216
20190801,10134.00,-82,820867855,00000000,0,10134
20190802,9889.00,-245,806431678,00000000,0,9889
20190805,9669.00,-220,797190994,00000000,0,9669
20190806,9283.00,-386,767165671,00000000,0,9283
20190807,9441.00,158,786420904,00000000,0,9441
20190808,9486.00,45,806055352,00000000,0,9486
20190809,9685.00,199,839109640,00000000,0,9685
20190813,9430.00,-255,823075457,00000000,0,9430
20190814,9723.00,293,864819765,00000000,0,9723
20190815,9402.00,-321,844570946,00000000,0,9402
20190816,9402.00,0,854143634,00000000,0,9402
20190819,9576.00,174,880467476,00000000,0,9576
20190820,9749.00,173,903363087,00000000,0,9749
20190821,9647.00,-102,906126051,00000000,0,9647
20190822,9757.00,110,924525968,00000000,0,9757
20190823,9728.00,-29,925210582,00000000,0,9728
20190826,9283.00,-445,871135647,00000000,0,9283
20190827,9489.00,206,896069090,00000000,0,9489
20190828,9459.00,-30,899304929,00000000,0,9459
20190829,9520.00,61,911252192,00000000,0,9520
20190830,9705.00,185,928097992,20190830,0,9705
20190902,9651.00,-54,924246407,20190830,0,9651
20190903,9669.00,18,925526670,20190830,0,9669
20190904,9539.00,-130,913037018,20190830,0,9539
20190905,9721.00,182,940728087,20190830,0,9721
20190906,9958.00,237,963679053,20190830,0,9958
20190909,9938.00,-20,963222105,20190830,0,9938
20190910,9963.00,25,967790057,20190830,0,9963
20190911,9954.00,-9,987630483,20190830,0,9954
20190912,10087.00,133,1008535634,20190830,0,10087
20190913,10143.00,56,1016791253,20190830,0,10143
20190917,10057.00,-86,1002094109,20190830,0,10057
20190918,10106.00,49,1004160749,20190830,0,10106
20190919,10123.00,17,993111268,20190830,0,10123
20190920,10104.00,-19,993525058,20190830,0,10104
20190924,9966.00,-138,979181710,20190830,0,9966
20190925,9780.00,-186,953870768,20190830,0,9780
20190926,9947.00,167,963398227,20190830,0,9947
20190927,9920.00,-27,962224962,20190830,0,9920
20190930,9804.00,-116,951193267,20190830,0,9804
20191001,9922.00,118,963139018,20190830,0,9922
20191002,9797.00,-125,950062728,20190830,0,9797
20191003,9572.00,-225,939753337,20190830,0,9572
20191004,9657.00,85,949218546,20190830,0,9657
20191007,9788.00,131,963796795,20190830,0,9788
20191008,9817.00,29,970576714,20190830,0,9817
20191009,9646.00,-171,958777790,20190830,0,9646
20191010,9763.00,117,972714473,20190830,0,9763
20191011,9908.00,145,989086765,20190830,0,9908
20191015,10060.00,152,1008646145,20190830,0,10060
20191016,10218.00,158,1027269703,20190830,0,10218
20191017,10193.00,-25,1033419796,20190830,0,10193
20191018,10216.00,23,1034048940,20190830,0,10216
20191021,10100.00,-116,996726373,20190830,0,10100
20191023,10096.00,-4,992657779,20190830,0,10096
20191024,10143.00,47,1000261620,20190830,0,10143
20191025,10244.00,101,1010695396,20190830,0,10244
20191028,10334.00,90,1021222963,20190830,0,10334
20191029,10453.00,119,1041125322,20190830,0,10453
20191030,10362.00,-91,1051758683,20190830,0,10362
20191031,10413.00,51,1051708192,20190830,0,10413
20191101,10336.00,-77,1045575739,20190830,0,10336
20191105,10567.00,231,1066165418,20190830,0,10567
20191106,10601.00,34,1084084524,20190830,0,10601
20191107,10563.00,-38,1082843653,20190830,0,10563
20191108,10643.00,80,1093696019,20190830,0,10643
20191111,10661.00,18,1097484334,20190830,0,10661
20191112,10648.00,-13,1101088560,20190830,0,10648
20191113,10656.00,8,1105497820,20190830,0,10656
20191114,10646.00,-10,1106056188,20190830,0,10646
20191115,10619.00,-27,1110746884,20190830,0,10619
20191118,10716.00,97,1122438622,20190830,0,10716
20191119,10698.00,-18,1129075497,20190830,0,10698
20191120,10718.00,20,1186474819,20190830,0,10718
20191121,10636.00,-82,1180211348,20190830,0,10636
20191122,10639.00,3,1183357115,20190830,0,10639
20191125,10657.00,18,1139372774,20190830,0,10657
20191126,10807.00,150,1157541719,20190830,0,10807
20191127,10837.00,30,1163360231,20190830,0,10837
20191128,10937.00,100,1175942975,20190830,0,10937
20191129,10954.00,17,1181982611,20190830,0,10954
20191202,10916.00,-38,1177859588,20190830,0,10916
20191203,10751.00,-165,1154207003,20190830,0,10751
20191204,10609.00,-142,1156381653,20190830,0,10609
20191205,10695.00,86,1169134039,20190830,0,10695
20191206,10707.00,12,1170317399,20190830,0,10707
20191209,10801.00,94,1184986179,20190830,0,10801
20191210,10758.00,-43,1182526260,20190830,0,10758
20191211,10761.00,3,1186257050,20190830,0,10761
20191212,10793.00,32,1195474439,20190830,0,10793
20191213,10976.00,183,1218402890,20190830,0,10976
20191216,10999.00,23,1225380465,20190830,0,10999
20191217,11122.00,123,1252334145,20190830,0,11122
20191218,11126.00,4,1261705066,20190830,0,11126
20191219,11153.00,27,1269773949,20190830,0,11153
20191220,11193.00,40,1276399112,20190830,0,11193
20191223,11237.00,44,1281004447,20190830,0,11237
20191224,11269.00,32,1309721136,20190830,0,11269
20191225,11262.00,-7,1365474135,20190830,0,11262
20191226,11285.00,23,1377785292,20190830,0,11285
20191227,11394.00,109,1391088185,20190830,0,11394
20191230,11371.00,-23,1412782627,20190830,0,11371
20200106,11251.00,-120,1423507092,20190830,0,11251
20200107,11355.00,104,1449339565,20190830,0,11355
20200108,11290.00,-65,1434104351,20190830,0,11290
20200109,11527.00,237,1479515558,20190830,0,11527
20200110,11657.00,130,1504560586,20190830,0,11657
20200114,11825.00,168,1559310506,20190830,0,11825
20200115,11757.00,-68,1593846610,20190830,0,11757
20200116,11761.00,4,1658312410,20190830,0,11761
20200117,11912.00,151,1667099956,20190830,0,11912
20200120,11956.00,44,1722817735,20190830,0,11956
20200121,11960.00,4,1765262116,20190830,0,11960
20200122,11920.00,-40,1759232991,20190830,0,11920
20200123,11930.00,10,1800384625,20190830,0,11930
20200124,11957.00,27,1817152296,20190830,0,11957
20200127,11796.00,-161,1794499738,20190830,0,11796
20200128,11532.00,-264,1777224660,20190830,0,11532
20200129,11733.00,201,1631149135,20190830,0,11733
20200130,11743.00,10,1622670459,20190830,0,11743
20200131,11797.00,54,1707113293,20190830,0,11797
20200203,11546.00,-251,1686170760,20190830,0,11546
20200204,11729.00,183,1727610617,20190830,0,11729
20200205,12094.00,365,1724306511,20190830,0,12094
20200206,12178.00,84,1758233246,20190830,0,12178
20200207,12288.00,110,1915775483,20190830,0,12288
20200210,12207.00,-81,1937693439,20190830,0,12207
20200212,12377.00,170,1985878593,20190830,0,12377
20200213,12505.00,128,2043583294,20190830,0,12505
20200214,12485.00,-20,2059604256,20190830,0,12485
20200217,12510.00,25,2086000692,20190830,0,12510
20200218,12517.00,7,2159459805,20190830,0,12517
20200219,12533.00,16,2162168180,20190830,0,12533
20200220,12807.00,274,2264954259,20190830,0,12807
20200221,12781.00,-26,2137814896,20190830,0,12781
20200225,11925.00,-856,2017087288,20190830,0,11925
20200226,11542.00,-383,1990304188,20190830,0,11542
20200227,11591.00,49,2040375277,20190830,0,11591
20200228,10928.00,-663,1975990387,20190830,0,10928
20200302,10782.00,-146,1957447281,20190830,0,10782
20200303,11374.00,592,2011677776,20190830,0,11374
20200304,10924.00,-450,2024348618,20190830,0,10924
20200305,11390.00,466,2173704904,20190830,0,11390
20200306,10911.00,-479,2119532311,20190830,0,10911
20200309,10300.00,-611,2048420477,20190830,0,10300
20200310,9716.00,-584,1951716149,20190830,0,9716
20200311,10391.00,675,1989635357,20190830,0,10391
20200312,9912.00,-479,1926549472,20190830,0,9912
20200313,9044.00,-868,1783947214,20190830,0,9044
20200316,10067.00,1023,2001233135,20190830,0,10067
20200317,8829.00,-1238,1766449258,20190830,0,8829
20200318,9492.00,663,1967230016,20190830,0,9492
20200319,9288.00,-204,1948170719,20190830,0,9288
20200323,9175.00,-113,1954063257,20190830,0,9175
20200324,9172.00,-3,1995622674,20190830,0,9172
20200325,9935.00,763,2193550430,20190830,0,9935
20200326,9804.00,-131,2217783416,20190830,0,9804
20200327,10170.00,366,2381455934,20190830,0,10170
20200330,9681.00,-489,2282998200,20190830,0,9681
20200331,10156.00,475,2485806091,20190830,0,10156
20200401,9944.00,-212,2259507225,20190830,0,9944
20200402,9504.00,-440,2182597579,20190830,0,9504
20200403,9755.00,251,2258646993,20190830,0,9755
20200406,9693.00,-62,2237687064,20190830,0,9693
20200407,10406.00,713,2415445921,20190830,0,10406
20200408,10339.00,-67,2419336692,20190830,0,10339
20200409,10605.00,266,2523688962,20190830,0,10605
20200410,10575.00,-30,2538815368,20190830,0,10575
20200413,10538.00,-37,2539785550,20190830,0,10538
20200414,10597.00,59,2554086876,20190830,0,10597
20200415,11010.00,413,2706842823,20190830,0,11010
20200416,10937.00,-73,2730301668,20190830,0,10937
20200417,11164.00,227,2814524467,20190830,0,11164
20200420,11259.00,95,2855224537,20190830,0,11259
20200421,11115.00,-144,2857053237,20190830,0,11115
20200422,10713.00,-402,2816738937,20190830,0,10713
20200423,11037.00,324,2917651831,20190830,0,11037
20200424,10997.00,-40,2878860351,20190830,0,10997
20200427,11168.00,171,2943824488,20190830,0,11168
20200428,11206.00,38,2971296157,20190830,0,11206
20200430,11348.00,142,3040787458,20190830,0,11348
20200501,11404.00,56,3095313192,20190830,0,11404
20200507,11281.00,-123,3105642210,20190830,0,11281
20200508,11440.00,159,3205921213,20190830,0,11440
20200511,11656.00,216,3255167738,20190830,0,11656
20200512,11817.00,161,3341313988,20190830,0,11817
20200513,11537.00,-280,3370386135,20190830,0,11537
20200514,11369.00,-168,3369821467,20190830,0,11369
20200515,11548.00,179,3428051345,20190830,0,11548
20200518,11594.00,46,3416502579,20190830,0,11594
20200519,11839.00,245,3520631843,20190830,0,11839
20200520,11870.00,31,3620713810,20190830,0,11870
20200521,12085.00,215,3734890258,20190830,0,12085
20200522,11947.00,-138,3737362712,20190830,0,11947
20200525,11982.00,35,3788332281,20190830,0,11982
20200526,11995.00,13,3844599413,20190830,0,11995
20200527,11937.00,-58,3825816051,20190830,0,11937
20200528,12046.00,109,3912058630,20190830,0,12046
20200529,11978.00,-68,3894459851,20190830,0,11978
20200601,12175.00,197,3953558761,20190830,0,12175
20200602,12208.00,33,3998443999,20190830,0,12208
20200603,12413.00,205,4130852676,20190830,0,12413
20200604,12491.00,78,4175929718,20190830,0,12491
20200605,12422.00,-69,4207521456,20190830,0,12422
20200608,12716.00,294,4344357089,20190830,0,12716
20200609,12652.00,-64,4349320873,20190830,0,12652
20200610,12702.00,50,4432346941,20190830,0,12702
20200611,12770.00,68,4493270543,20190830,0,12770
20200612,12098.00,-672,4292592989,20190830,0,12098
20200615,12253.00,155,4370246630,20190830,0,12253
20200616,12408.00,155,4466992947,20190830,0,12408
20200617,12630.00,222,4625110958,20190830,0,12630
20200618,12604.00,-26,4689185398,20190830,0,12604
20200619,12658.00,54,4750944515,20190830,0,12658
20200622,12631.00,-27,4759638841,20190830,0,12631
20200623,12811.00,180,4875415424,20190830,0,12811
20200624,12858.00,47,4937110544,20190830,0,12858
20200625,12663.00,-195,4870450365,20190830,0,12663
20200626,12794.00,131,5168646967,20190830,0,12794
20200629,12491.00,-303,5095225789,20190830,0,12491
20200630,12690.00,199,5195261446,20190830,0,12690
20200701,12984.00,294,5277428260,20190830,0,12984
20200702,13063.00,79,5349960870,20190830,0,13063
20200703,13153.00,90,5497449061,20190830,0,13153
20200706,13166.00,13,5509786548,20190830,0,13166
20200707,13453.00,287,5630251212,20190830,0,13453
20200708,13402.00,-51,5703727741,20190830,0,13402
20200709,13534.00,132,5823376175,20190830,0,13534
20200710,13621.00,87,5941290344,20190830,0,13621
20200713,13688.00,67,6056476669,20190830,0,13688
20200714,13447.00,-241,5989415225,20190830,0,13447
20200715,13557.00,110,6147606115,20190830,0,13557
20200716,13536.00,-21,6186749409,20190830,0,13536
20200717,13472.00,-64,6210473945,20190830,0,13472
20200720,13529.00,57,6255736199,20190830,0,13529
20200721,13885.00,356,6443057074,20190830,0,13885
20200722,13690.00,-195,6374122517,20190830,0,13690
20200727,13113.00,-577,6141735447,20190830,0,13113
20200728,13292.00,179,6068335372,20190830,0,13292
20200729,13091.00,-201,6029231932,20190830,0,13091
20200730,13246.00,155,6259144431,20190830,0,13246
20200731,13254.00,8,6266615592,20190830,0,13254
20200803,13681.00,427,6514178591,20190830,0,13681
20200804,13869.00,188,6672408606,20190830,0,13869
20200805,13852.00,-17,6786817609,20190830,0,13852
20200806,13873.00,21,6850553457,20190830,0,13873
20200807,14064.00,191,6994621004,20190830,0,14064
20200811,13915.00,-149,6931006685,20190830,0,13915
20200812,13705.00,-210,6917491055,20190830,0,13705
20200813,14074.00,369,7303198756,20190830,0,14074
20200814,14139.00,65,7418434747,20190830,0,14139
20200817,14063.00,-76,7461547243,20190830,0,14063
20200818,14124.00,61,7575289490,20190830,0,14124
20200819,14178.00,54,7742457349,20190830,0,14178
20200820,14202.00,24,7769973134,20190830,0,14202
20200821,14346.00,144,7907256189,20190830,0,14346
20200824,14457.00,111,8032752222,20190830,0,14457
20200825,14576.00,119,8160700221,20190830,0,14576
20200826,14757.00,181,8228084175,20190830,0,14757
20200827,14998.00,241,8548716048,20190830,0,14998
20200828,15045.00,47,8723649005,20190830,0,15045
20200831,14944.00,-101,8779415727,20200831,0,14944
20200901,15161.00,217,9035453295,20200831,0,15161
20200902,15414.00,253,9408335909,20200831,0,15414
20200903,15601.00,187,9856688519,20200831,0,15601
20200904,14782.00,-819,9502997447,20200831,0,14782
20200907,14613.00,-169,9574098176,20200831,0,14613
20200908,14606.00,-7,9422953020,20200831,0,14606
20200909,13872.00,-734,8949586090,20200831,0,13872
20200910,14313.00,441,9440684197,20200831,0,14313
20200911,14004.00,-309,9210553291,20200831,0,14004
20200914,13919.00,-85,9275542894,20200831,0,13919
20200915,14102.00,183,9451945159,20200831,0,14102
20200916,14255.00,153,9657639310,20200831,0,14255
20200917,13975.00,-280,9578748577,20200831,0,13975
20200918,13738.00,-237,9523248868,20200831,0,13738
20200923,13906.00,168,9714419092,20200831,0,13906
20200924,13509.00,-397,9495073815,20200831,0,13509
20200925,13601.00,92,9676788864,20200831,0,13601
20200928,13893.00,292,9894692889,20200831,0,13893
20200929,14159.00,266,10155740844,20200831,0,14159
20200930,14166.00,7,10256548780,20200831,0,14166
20201001,14248.00,82,10397897888,20200831,0,14248
20201002,14459.00,211,10602168091,20200831,0,14459
20201005,14053.00,-406,10474359850,20200831,0,14053
20201006,14376.00,323,10825955127,20200831,0,14376
20201007,14109.00,-267,10644012933,20200831,0,14109
20201008,14424.00,315,10915711304,20200831,0,14424
20201009,14474.00,50,10986982740,20200831,0,14474
20201012,14649.00,175,11150620422,20200831,0,14649
20201013,15059.00,410,11497042622,20200831,0,15059
20201014,15063.00,4,11545685558,20200831,0,15063
20201015,14916.00,-147,11430825022,20200831,0,14916
20201016,14821.00,-95,11317187610,20200831,0,14821
20201019,14767.00,-54,11311046883,20200831,0,14767
20201020,14524.00,-243,11172141882,20200831,0,14524
20201021,14552.00,28,11261920906,20200831,0,14552
20201022,14432.00,-120,11172318687,20200831,0,14432
20201023,14436.00,4,11194940149,20200831,0,14436
20201026,14471.00,35,11213286699,20200831,0,14471
20201027,14254.00,-217,11065906111,20200831,0,14254
20201028,14321.00,67,11238779770,20200831,0,14321
20201029,13752.00,-569,10885084157,20200831,0,13752
20201030,14035.00,283,11164040941,20200831,0,14035
20201102,13689.00,-346,10953351827,20200831,0,13689
20201104,13940.00,251,11216679009,20200831,0,13940
20201105,14519.00,579,12170598708,20200831,0,14519
20201106,14808.00,289,12588356718,20200831,0,14808
20201109,14775.00,-33,12711503582,20200831,0,14775
20201110,14719.00,-56,12703789891,20200831,0,14719
20201111,14455.00,-264,12537535146,20200831,0,14455
20201112,14826.00,371,12901534913,20200831,0,14826
20201113,14683.00,-143,12755765833,20200831,0,14683
20201116,14780.00,97,12867353549,20200831,0,14780
20201117,14844.00,64,12920302995,20200831,0,14844
20201118,14744.00,-100,12881161011,20200831,0,14744
20201119,14615.00,-129,12641988598,20200831,0,14615
20201120,14729.00,114,12740634682,20200831,0,14729
20201124,14728.00,-1,12771542495,20200831,0,14728
20201125,14929.00,201,13013931122,20200831,0,14929
20201126,14998.00,69,13085924118,20200831,0,14998
20201127,14970.00,-28,13101968854,20200831,0,14970
20201130,15063.00,93,13183589516,20200831,0,15063
20201201,15130.00,67,13317326790,20200831,0,15130
20201202,15371.00,241,13564005771,20200831,0,15371
20201203,15395.00,24,13762522955,20200831,0,15395
20201204,15313.00,-82,13753514807,20200831,0,15313
20201207,15424.00,111,13858769207,20200831,0,15424
20201208,15510.00,86,14011720813,20200831,0,15510
20201209,15568.00,58,14125423522,20200831,0,15568
20201210,15251.00,-317,13866561780,20200831,0,15251
20201211,15258.00,7,13926533291,20200831,0,15258
20201214,15229.00,-29,13995303815,20200831,0,15229
20201215,15348.00,119,14240207432,20200831,0,15348
20201216,15454.00,106,14373559585,20200831,0,15454
20201217,15500.00,46,14468241817,20200831,0,15500
20201218,15575.00,75,14597669867,20200831,0,15575
20201221,15578.00,3,14659640464,20200831,0,15578
20201222,15511.00,-67,14657973073,20200831,0,15511
20201223,15591.00,80,14805209035,20200831,0,15591
